times,prices
2024-09-03 08:00:00,2521.1827841019863
2024-09-03 09:00:00,2514.022147355601
2024-09-03 11:00:00,2500.1695199849305
2024-09-03 12:00:00,2503.8832907224555
2024-09-03 13:00:00,2504.7892532292603
2024-09-03 14:00:00,2508.705220315806
2024-09-03 15:00:00,2511.1836831946634
2024-09-03 16:00:00,2464.854772414329
2024-09-03 17:00:00,2445.908381792254
2024-09-03 18:00:00,2442.4822073317223
2024-09-03 19:00:00,2440.6820378942734
2024-09-03 20:00:00,2443.791285398876
2024-09-03 21:00:00,2451.9832425412415
2024-09-03 22:00:00,2446.7684299026905
2024-09-03 23:00:00,2462.126672654636
2024-09-04 00:00:00,2463.3764583194
2024-09-04 01:00:00,2454.1488811208037
2024-09-04 02:00:00,2420.1923594609116
2024-09-04 03:00:00,2408.9025051504186
2024-09-04 04:00:00,2370.6411280715283
2024-09-04 05:00:00,2364.1056604959435
2024-09-04 06:00:00,2373.1364957678006
2024-09-04 07:00:00,2377.603174131813
2024-09-04 08:00:00,2365.0723163198672
2024-09-04 09:00:00,2374.23973798998
2024-09-04 10:00:00,2400.8290848885736
2024-09-04 11:00:00,2401.9493213755304
2024-09-04 12:00:00,2394.8645702979993
2024-09-04 13:00:00,2390.4057623843264
2024-09-04 14:00:00,2399.6826235484286
2024-09-04 15:00:00,2406.4528966289135
2024-09-04 16:00:00,2404.4388543338778
2024-09-04 17:00:00,2441.839470660657
2024-09-04 18:00:00,2455.709134416386
2024-09-04 19:00:00,2476.170960462524
2024-09-04 20:00:00,2452.475963238483
2024-09-04 21:00:00,2440.7598646705974
2024-09-04 22:00:00,2454.163617166644
2024-09-04 23:00:00,2456.4463168672924
2024-09-05 01:00:00,2462.4123597129687
2024-09-05 02:00:00,2448.986737963514
2024-09-05 03:00:00,2454.9988887333743
2024-09-05 04:00:00,2459.4019891351563
2024-09-05 05:00:00,2445.980891101302
2024-09-05 06:00:00,2405.372840958505
2024-09-05 07:00:00,2415.5296030090794
2024-09-05 08:00:00,2409.491736820519
2024-09-05 09:00:00,2398.9642200716826
2024-09-05 10:00:00,2412.432589600527
2024-09-05 11:00:00,2405.296549092876
2024-09-05 12:00:00,2391.8537127630466
2024-09-05 13:00:00,2391.706408713092
2024-09-05 14:00:00,2388.7464037376453
2024-09-05 15:00:00,2392.496488081173
2024-09-05 16:00:00,2402.267031747378
2024-09-05 17:00:00,2379.022265794692
2024-09-05 18:00:00,2371.345081904287
2024-09-05 19:00:00,2375.5515305873937
2024-09-05 20:00:00,2391.005009536964
2024-09-05 21:00:00,2389.0541343784516
2024-09-05 22:00:00,2360.933834099554
2024-09-05 23:00:00,2369.2681845463817
2024-09-06 00:00:00,2373.0873858191912
2024-09-06 01:00:00,2369.824823122657
2024-09-06 02:00:00,2367.701030505759
2024-09-06 03:00:00,2370.9840203490216
2024-09-06 04:00:00,2390.5014213536774
2024-09-06 05:00:00,2399.565125549915
2024-09-06 06:00:00,2392.7239393128784
2024-09-06 07:00:00,2387.146493032472
2024-09-06 08:00:00,2383.743291851935
2024-09-06 09:00:00,2379.412655355044
2024-09-06 10:00:00,2344.1359786414746
2024-09-06 11:00:00,2348.5799138949674
2024-09-06 12:00:00,2358.740719883384
2024-09-06 13:00:00,2367.343423821757
2024-09-06 15:00:00,2399.4687184873087
2024-09-06 16:00:00,2366.7138423886076
2024-09-06 17:00:00,2323.0534144493217
2024-09-06 18:00:00,2288.5213364772
2024-09-06 19:00:00,2266.192471950385
2024-09-06 20:00:00,2245.4962564537987
2024-09-06 21:00:00,2218.218290724118
2024-09-06 22:00:00,2225.295011277824
2024-09-06 23:00:00,2171.4298177863643
2024-09-07 00:00:00,2213.793463098178
2024-09-07 01:00:00,2208.9182028845457
2024-09-07 02:00:00,2223.929245633551
2024-09-07 03:00:00,2233.343829139581
2024-09-07 04:00:00,2225.2858682948563
2024-09-07 05:00:00,2232.3187567828986
2024-09-07 06:00:00,2237.67255034048
2024-09-07 07:00:00,2249.6567711057196
2024-09-07 08:00:00,2263.4883828335705
2024-09-07 09:00:00,2275.922264151983
2024-09-07 10:00:00,2288.975639365776
2024-09-07 11:00:00,2295.4482989031058
2024-09-07 12:00:00,2282.8161464195337
2024-09-07 13:00:00,2282.7792683935063
2024-09-07 14:00:00,2284.3053862890147
2024-09-07 15:00:00,2292.7424511304457
2024-09-07 16:00:00,2291.323007781567
2024-09-07 17:00:00,2293.1438582782234
2024-09-07 18:00:00,2301.086610423116
2024-09-07 19:00:00,2290.300444402101
2024-09-07 20:00:00,2271.902173608087
2024-09-07 21:00:00,2281.6738117313116
2024-09-07 22:00:00,2291.439192839843
2024-09-07 23:00:00,2273.0931867347545
2024-09-08 00:00:00,2263.813258529172
2024-09-08 01:00:00,2265.196644312738
2024-09-08 02:00:00,2274.437635430351
2024-09-08 03:00:00,2271.6823293583598
2024-09-08 05:00:00,2283.5838551458805
2024-09-08 06:00:00,2284.660943482212
2024-09-08 07:00:00,2300.018434768417
2024-09-08 08:00:00,2285.1840008912177
2024-09-08 09:00:00,2287.0813013995603
2024-09-08 10:00:00,2294.6201483443897
2024-09-08 11:00:00,2295.2552238229205
2024-09-08 12:00:00,2296.961177328745
2024-09-08 13:00:00,2303.752224557798
2024-09-08 14:00:00,2296.541557304673
2024-09-08 15:00:00,2278.7276328891335
2024-09-08 16:00:00,2283.9955215392647
2024-09-08 17:00:00,2268.2728860580614
2024-09-08 18:00:00,2249.1294914952396
2024-09-08 19:00:00,2251.4916551491256
2024-09-08 20:00:00,2279.0274580337405
2024-09-08 21:00:00,2277.4974539857403
2024-09-08 22:00:00,2271.837585954576
2024-09-08 23:00:00,2277.014857289797
2024-09-09 00:00:00,2280.9420091812194
2024-09-09 01:00:00,2294.5051297735436
2024-09-09 02:00:00,2297.8962878886537
2024-09-09 03:00:00,2306.968391138121
2024-09-09 04:00:00,2311.2991364163004
2024-09-09 05:00:00,2307.4240818755934
2024-09-09 06:00:00,2304.328421186219
2024-09-09 07:00:00,2297.5254757597463
2024-09-09 08:00:00,2288.065256633411
2024-09-09 09:00:00,2299.8335261892203
2024-09-09 10:00:00,2313.732386305667
2024-09-09 11:00:00,2325.1130020764294
2024-09-09 12:00:00,2317.8811613256566
2024-09-09 13:00:00,2319.78840896086
2024-09-09 14:00:00,2314.7702215627014
2024-09-09 15:00:00,2312.4987352359417
2024-09-09 16:00:00,2323.887031286954
2024-09-09 17:00:00,2279.2383638804768
2024-09-09 19:00:00,2343.785323044887
2024-09-09 20:00:00,2342.5048986905276
2024-09-09 21:00:00,2332.3065655441687
2024-09-09 22:00:00,2351.8652836396886
2024-09-09 23:00:00,2340.9555314163676
2024-09-10 00:00:00,2371.633057313751
2024-09-10 01:00:00,2358.253097154352
2024-09-10 02:00:00,2358.497708011645
2024-09-10 03:00:00,2350.34901378395
2024-09-10 04:00:00,2342.811657953055
2024-09-10 05:00:00,2345.578059488357
2024-09-10 06:00:00,2342.3202863195243
2024-09-10 07:00:00,2338.1015392312925
2024-09-10 08:00:00,2347.892422544446
2024-09-10 09:00:00,2344.0064511230516
2024-09-10 10:00:00,2362.222546753462
2024-09-10 11:00:00,2353.4404355956067
2024-09-10 12:00:00,2351.769938871728
2024-09-10 13:00:00,2350.670293245323
2024-09-10 14:00:00,2352.0787087695803
2024-09-10 15:00:00,2351.1175502776973
2024-09-10 16:00:00,2332.9861060704466
2024-09-10 17:00:00,2336.4273013985326
2024-09-10 18:00:00,2328.9388302233688
2024-09-10 19:00:00,2339.5190583315093
2024-09-10 20:00:00,2349.9619336721494
2024-09-10 21:00:00,2367.203156620209
2024-09-10 22:00:00,2382.6122271951463
2024-09-10 23:00:00,2379.138354280389
2024-09-11 00:00:00,2373.838791235469
2024-09-11 01:00:00,2390.523868000898
2024-09-11 02:00:00,2389.6038528512813
2024-09-11 03:00:00,2378.538344774117
2024-09-11 04:00:00,2355.0563864525107
2024-09-11 05:00:00,2354.263835629215
2024-09-11 06:00:00,2347.565594966405
2024-09-11 07:00:00,2333.3326161088207
2024-09-11 08:00:00,2326.29997885328
2024-09-11 10:00:00,2342.345522559593
2024-09-11 11:00:00,2324.267534225799
2024-09-11 12:00:00,2329.396878520268
2024-09-11 13:00:00,2315.1618228422635
2024-09-11 14:00:00,2325.807789862924
2024-09-11 15:00:00,2334.152909286748
2024-09-11 16:00:00,2289.384206439442
2024-09-11 17:00:00,2301.8415370925086
2024-09-11 18:00:00,2325.2953410706473
2024-09-11 19:00:00,2344.267307586756
2024-09-11 20:00:00,2356.7197837865847
2024-09-11 21:00:00,2337.6333183116335
2024-09-11 22:00:00,2343.5649110549293
2024-09-11 23:00:00,2347.334452342625
2024-09-12 00:00:00,2342.3656152264875
2024-09-12 01:00:00,2339.6953513954313
2024-09-12 02:00:00,2339.8408147856308
2024-09-12 03:00:00,2353.551118177095
2024-09-12 04:00:00,2363.3844984643406
2024-09-12 05:00:00,2362.66111631514
2024-09-12 06:00:00,2369.775707634361
2024-09-12 07:00:00,2364.584018233053
2024-09-12 08:00:00,2357.1699143928627
2024-09-12 09:00:00,2359.0688944647395
2024-09-12 10:00:00,2357.954177449588
2024-09-12 11:00:00,2358.727832650235
2024-09-12 12:00:00,2353.084595247447
2024-09-12 13:00:00,2346.6638972410765
2024-09-12 14:00:00,2348.3899189778826
2024-09-12 15:00:00,2343.30446619599
2024-09-12 16:00:00,2339.128956803791
2024-09-12 17:00:00,2331.536406626323
2024-09-12 18:00:00,2323.3047256880245
2024-09-12 19:00:00,2339.762523216679
2024-09-12 20:00:00,2348.8558258836556
2024-09-12 21:00:00,2345.9470518526277
2024-09-12 22:00:00,2359.9153473532197
2024-09-13 00:00:00,2349.664224864552
2024-09-13 01:00:00,2360.73092286983
2024-09-13 02:00:00,2361.741024181833
2024-09-13 03:00:00,2357.9153660107027
2024-09-13 04:00:00,2357.8640057666953
2024-09-13 05:00:00,2356.870961272495
2024-09-13 06:00:00,2357.120356892185
2024-09-13 07:00:00,2350.0309515930817
2024-09-13 08:00:00,2349.4907783751446
2024-09-13 09:00:00,2338.5318586246244
2024-09-13 10:00:00,2349.4150938689404
2024-09-13 11:00:00,2343.3387191093925
2024-09-13 12:00:00,2352.6147808644364
2024-09-13 13:00:00,2368.3598042578255
2024-09-13 14:00:00,2353.0487675200593
2024-09-13 15:00:00,2354.6764183403316
2024-09-13 16:00:00,2357.6569957427964
2024-09-13 17:00:00,2365.289706294531
2024-09-13 18:00:00,2405.9257903253906
2024-09-13 19:00:00,2407.5181823931603
2024-09-13 20:00:00,2411.3671282389932
2024-09-13 21:00:00,2420.8751484397017
2024-09-13 22:00:00,2414.6600243908974
2024-09-13 23:00:00,2424.8513122654567
2024-09-14 00:00:00,2446.764961472292
2024-09-14 01:00:00,2447.750110507408
2024-09-14 02:00:00,2441.5809238641864
2024-09-14 03:00:00,2430.8176249954327
2024-09-14 04:00:00,2424.644391391859
2024-09-14 05:00:00,2426.7567787669577
2024-09-14 06:00:00,2434.245858493184
2024-09-14 07:00:00,2427.372680674636
2024-09-14 08:00:00,2417.5094963239794
2024-09-14 09:00:00,2420.331808864514
2024-09-14 10:00:00,2421.695379919948
2024-09-14 11:00:00,2415.5904108150035
2024-09-14 12:00:00,2421.2405412982616
2024-09-14 14:00:00,2417.6270630960903
2024-09-14 15:00:00,2421.404758156227
2024-09-14 16:00:00,2418.870433198972
2024-09-14 17:00:00,2421.4408957275473
2024-09-14 18:00:00,2419.395956963648
2024-09-14 19:00:00,2418.828070078459
2024-09-14 20:00:00,2415.0056056614503
2024-09-14 21:00:00,2407.871285410261
2024-09-14 22:00:00,2409.5204072897395
2024-09-14 23:00:00,2416.616609459427
2024-09-15 00:00:00,2417.0449691452786
2024-09-15 01:00:00,2417.5449879359408
2024-09-15 02:00:00,2418.266007942832
2024-09-15 03:00:00,2420.5624775203123
2024-09-15 04:00:00,2426.199162168885
2024-09-15 05:00:00,2426.8702239146323
2024-09-15 06:00:00,2421.1656241988644
2024-09-15 07:00:00,2417.2533369928346
2024-09-15 08:00:00,2419.5983855057316
2024-09-15 09:00:00,2420.692242531891
2024-09-15 10:00:00,2423.0579947431847
2024-09-15 11:00:00,2415.7766191568203
2024-09-15 12:00:00,2413.119574999465
2024-09-15 13:00:00,2409.9750794635115
2024-09-15 14:00:00,2407.3293788583637
2024-09-15 15:00:00,2410.2301728728094
2024-09-15 16:00:00,2410.9750703886452
2024-09-15 17:00:00,2411.0746205213713
2024-09-15 18:00:00,2410.23456048932
2024-09-15 19:00:00,2390.1491505704457
2024-09-15 20:00:00,2384.3845129955153
2024-09-15 21:00:00,2379.2449205481525
2024-09-15 22:00:00,2372.683526795356
2024-09-15 23:00:00,2364.798478764502
2024-09-16 00:00:00,2353.1774659530843
2024-09-16 01:00:00,2346.47103434781
2024-09-16 02:00:00,2320.8944391008704
2024-09-16 04:00:00,2280.5387102870673
2024-09-16 05:00:00,2258.4920700432303
2024-09-16 06:00:00,2278.298200219234
2024-09-16 07:00:00,2279.4941821640437
2024-09-16 08:00:00,2292.314168068922
2024-09-16 09:00:00,2290.624384845327
2024-09-16 10:00:00,2310.678094009229
2024-09-16 11:00:00,2315.3997224545906
2024-09-16 12:00:00,2292.7458210061545
2024-09-16 13:00:00,2302.555322223956
2024-09-16 14:00:00,2307.8849388451663
2024-09-16 15:00:00,2302.525698951805
2024-09-16 16:00:00,2302.0267376568695
2024-09-16 17:00:00,2278.875828808296
2024-09-16 18:00:00,2288.812748710957
2024-09-16 19:00:00,2290.217678822371
2024-09-16 20:00:00,2305.317722178316
2024-09-16 21:00:00,2287.246476000421
2024-09-16 22:00:00,2281.6489669308185
2024-09-16 23:00:00,2273.080535257636
2024-09-17 00:00:00,2289.751403548764
2024-09-17 01:00:00,2283.980698539964
2024-09-17 02:00:00,2295.284522150634
2024-09-17 03:00:00,2274.6451037679403
2024-09-17 04:00:00,2274.253818579012
2024-09-17 05:00:00,2286.8115349845425
2024-09-17 06:00:00,2284.098270258995
2024-09-17 07:00:00,2287.6988926817553
2024-09-17 08:00:00,2302.0266122646103
2024-09-17 09:00:00,2300.3230853397968
2024-09-17 10:00:00,2309.5422711409246
2024-09-17 11:00:00,2309.550704420548
2024-09-17 12:00:00,2314.7210272828897
2024-09-17 13:00:00,2316.22795737096
2024-09-17 14:00:00,2308.9778746829124
2024-09-17 15:00:00,2320.8694694895166
2024-09-17 16:00:00,2306.2217414103693
2024-09-17 18:00:00,2384.2831449774144
2024-09-17 19:00:00,2370.738478628169
2024-09-17 20:00:00,2366.480344480853
2024-09-17 21:00:00,2350.7306664077196
2024-09-17 22:00:00,2351.296642859826
2024-09-17 23:00:00,2345.3407534949224
2024-09-18 00:00:00,2347.7558501263416
2024-09-18 01:00:00,2339.338097625365
2024-09-18 02:00:00,2341.7329037360046
2024-09-18 03:00:00,2324.8894057292305
2024-09-18 04:00:00,2324.385526616422
2024-09-18 05:00:00,2331.9885592246546
2024-09-18 06:00:00,2335.6555475587397
2024-09-18 07:00:00,2322.043752764543
2024-09-18 08:00:00,2320.79175824499
2024-09-18 09:00:00,2327.5288120212595
2024-09-18 10:00:00,2330.8484394586476
2024-09-18 11:00:00,2320.9689691280773
2024-09-18 12:00:00,2298.8666810946247
2024-09-18 13:00:00,2306.431435626869
2024-09-18 14:00:00,2301.6985202485616
2024-09-18 15:00:00,2312.4720997665704
2024-09-18 16:00:00,2294.64656788952
2024-09-18 17:00:00,2297.317891442635
2024-09-18 18:00:00,2298.8387233717203
2024-09-18 19:00:00,2307.2802181082075
2024-09-18 20:00:00,2309.2224443567375
2024-09-18 21:00:00,2335.906764189708
2024-09-18 22:00:00,2314.199281872718
2024-09-18 23:00:00,2326.3358325129884
2024-09-19 00:00:00,2333.4662594427573
2024-09-19 01:00:00,2340.3728074837873
2024-09-19 02:00:00,2369.3747703527283
2024-09-19 03:00:00,2398.9674619233238
2024-09-19 04:00:00,2390.021035705553
2024-09-19 05:00:00,2398.50290835043
2024-09-19 06:00:00,2404.067103314289
2024-09-19 08:00:00,2412.23493765347
2024-09-19 09:00:00,2418.2113293907973
2024-09-19 10:00:00,2437.3028481308966
2024-09-19 11:00:00,2432.4331009993225
2024-09-19 12:00:00,2431.1519120072508
2024-09-19 13:00:00,2427.4878780705517
2024-09-19 14:00:00,2437.180963119334
2024-09-19 15:00:00,2435.46523358846
2024-09-19 16:00:00,2433.955007917309
2024-09-19 17:00:00,2427.9870710880623
2024-09-19 18:00:00,2440.1557797770183
2024-09-19 19:00:00,2470.9266167301557
2024-09-19 20:00:00,2476.807198274359
2024-09-19 21:00:00,2475.3517428004507
2024-09-19 22:00:00,2463.101309535434
2024-09-19 23:00:00,2466.753655512686
2024-09-20 00:00:00,2463.872194595357
2024-09-20 01:00:00,2473.4462469632517
2024-09-20 02:00:00,2464.782304075073
2024-09-20 03:00:00,2448.853245354413
2024-09-20 04:00:00,2453.593669378647
2024-09-20 05:00:00,2455.242539626703
2024-09-20 06:00:00,2507.287095696667
2024-09-20 07:00:00,2539.3351430773096
2024-09-20 08:00:00,2543.938674381434
2024-09-20 09:00:00,2562.9129259332117
2024-09-20 10:00:00,2562.5810073316734
2024-09-20 11:00:00,2546.113778871771
2024-09-20 12:00:00,2543.068848044075
2024-09-20 13:00:00,2554.7143959718023
2024-09-20 14:00:00,2545.203016530196
2024-09-20 15:00:00,2553.272343781911
2024-09-20 16:00:00,2529.7142894066587
2024-09-20 17:00:00,2546.398538296605
2024-09-20 18:00:00,2560.865365925839
2024-09-20 19:00:00,2552.251521369906
2024-09-20 20:00:00,2535.773744535485
2024-09-20 22:00:00,2542.0541799508474
2024-09-20 23:00:00,2541.092637167824
2024-09-21 00:00:00,2546.092793582597
2024-09-21 01:00:00,2550.54412224498
2024-09-21 02:00:00,2560.879535474562
2024-09-21 03:00:00,2570.1766031977263
2024-09-21 04:00:00,2544.578487131673
2024-09-21 05:00:00,2543.1880126760334
2024-09-21 06:00:00,2545.0172876628317
2024-09-21 07:00:00,2538.4416128593894
2024-09-21 08:00:00,2544.1186211711256
2024-09-21 09:00:00,2548.5608229578474
2024-09-21 10:00:00,2555.6292099853035
2024-09-21 11:00:00,2549.740853401277
2024-09-21 12:00:00,2552.844754498194
2024-09-21 13:00:00,2546.2641474870275
2024-09-21 14:00:00,2557.2052386965092
2024-09-21 15:00:00,2561.449733416737
2024-09-21 16:00:00,2569.773812377955
2024-09-21 17:00:00,2567.1696541234514
2024-09-21 18:00:00,2560.889672080146
2024-09-21 19:00:00,2560.7010346672887
2024-09-21 20:00:00,2569.5498854813136
2024-09-21 21:00:00,2570.1786043226707
2024-09-21 22:00:00,2571.0252136014888
2024-09-21 23:00:00,2566.8146620268667
2024-09-22 00:00:00,2562.0915594017843
2024-09-22 01:00:00,2576.5405424431106
2024-09-22 02:00:00,2615.8481007477944
2024-09-22 03:00:00,2621.316216865058
2024-09-22 04:00:00,2601.979319238332
2024-09-22 05:00:00,2595.3956396235394
2024-09-22 06:00:00,2595.6952278463527
2024-09-22 07:00:00,2600.734651584005
2024-09-22 08:00:00,2583.30483745259
2024-09-22 09:00:00,2581.4604630767903
2024-09-22 10:00:00,2588.201816222083
2024-09-22 12:00:00,2581.1683997013047
2024-09-22 13:00:00,2581.2266973972614
2024-09-22 14:00:00,2583.5137745761667
2024-09-22 15:00:00,2580.9480979269338
2024-09-22 16:00:00,2572.355919372129
2024-09-22 17:00:00,2563.0296635145687
2024-09-22 18:00:00,2572.3545076718115
2024-09-22 19:00:00,2573.241470214705
2024-09-22 20:00:00,2587.4501987266185
2024-09-22 21:00:00,2579.2763266873712
2024-09-22 22:00:00,2579.8060517316735
2024-09-22 23:00:00,2572.8008799469076
2024-09-23 00:00:00,2550.5215995437825
2024-09-23 01:00:00,2591.448990587407
2024-09-23 02:00:00,2582.774825365769
2024-09-23 03:00:00,2597.568276335729
2024-09-23 04:00:00,2610.0881565515197
2024-09-23 05:00:00,2638.7756046668997
2024-09-23 06:00:00,2674.3495351133456
2024-09-23 07:00:00,2665.5091211193812
2024-09-23 08:00:00,2658.033431819668
2024-09-23 09:00:00,2655.257116912643
2024-09-23 10:00:00,2646.2879280972024
2024-09-23 11:00:00,2645.988568354174
2024-09-23 12:00:00,2656.594435013414
2024-09-23 13:00:00,2650.2349333454845
2024-09-23 14:00:00,2644.3914522614423
2024-09-23 15:00:00,2646.4296606537105
2024-09-23 16:00:00,2643.7485546444072
2024-09-23 17:00:00,2660.4464889038786
2024-09-23 18:00:00,2676.0508256180237
2024-09-23 19:00:00,2665.252793683537
2024-09-23 20:00:00,2668.2671627222053
2024-09-23 21:00:00,2682.1937190574176
2024-09-23 22:00:00,2670.121854001943
2024-09-23 23:00:00,2664.3475036126865
2024-09-24 00:00:00,2654.8004080976625
2024-09-24 02:00:00,2648.4822261637087
2024-09-24 03:00:00,2631.581180209525
2024-09-24 04:00:00,2630.277596157733
2024-09-24 05:00:00,2620.226194618088
2024-09-24 06:00:00,2625.7876499054933
2024-09-24 07:00:00,2622.2297375697176
2024-09-24 08:00:00,2631.550428917279
2024-09-24 09:00:00,2638.7977126137216
2024-09-24 10:00:00,2646.645806607087
2024-09-24 11:00:00,2664.940706407611
2024-09-24 12:00:00,2644.845937832696
2024-09-24 13:00:00,2649.0513946987307
2024-09-24 14:00:00,2636.2806167926815
2024-09-24 15:00:00,2632.401438499805
2024-09-24 16:00:00,2638.352035295581
2024-09-24 17:00:00,2614.5205988874873
2024-09-24 18:00:00,2613.177816634502
